,index,short_name,player_positions,overall,potential,age,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,year,sex
203,203,J. Scott,CM,76,77,28,England,Right,57.0,68.0,66.0,68.0,74.0,86.0,8,13,10,15,7,2016,F
204,204,C. Stoney,CB,76,76,33,England,Right,56.0,34.0,48.0,59.0,75.0,70.0,13,15,10,7,13,2016,F
205,205,J. Taylor,ST,76,76,29,England,Right,82.0,77.0,56.0,71.0,40.0,74.0,8,14,10,12,7,2016,F
206,206,A. Butel,CB,76,83,23,France,Right,69.0,36.0,60.0,55.0,78.0,75.0,8,10,10,13,14,2016,F
207,207,L. Sesselmann,CB,76,76,31,Canada,Left,70.0,29.0,46.0,41.0,77.0,78.0,6,6,9,8,9,2016,F
208,208,C. Corral,ST,76,82,23,Mexico,Right,73.0,80.0,60.0,80.0,23.0,56.0,10,7,12,14,6,2016,F
209,209,Tayla,CB,75,83,23,Brazil,Right,63.0,40.0,44.0,61.0,77.0,78.0,13,7,9,8,13,2016,F
210,210,Thaisa,CDM,75,79,26,Brazil,Right,69.0,51.0,60.0,73.0,76.0,76.0,10,10,8,9,5,2016,F
211,211,Thaisa,CM,75,79,26,Brazil,Right,69.0,51.0,60.0,73.0,76.0,76.0,10,10,8,9,5,2016,F
212,212,Mônica,CB,75,77,28,Brazil,Right,48.0,38.0,39.0,49.0,78.0,80.0,13,15,7,7,6,2016,F
213,213,Tamires,LB,75,83,23,Brazil,Left,77.0,51.0,67.0,75.0,74.0,69.0,7,13,14,10,14,2016,F
214,214,Tamires,CM,75,83,23,Brazil,Left,77.0,51.0,67.0,75.0,74.0,69.0,7,13,14,10,14,2016,F
215,215,Zhang Rui,CM,75,76,26,China PR,Right,76.0,74.0,76.0,72.0,59.0,70.0,10,6,7,12,7,2016,F
216,216,Zhang Rui,LM,75,76,26,China PR,Right,76.0,74.0,76.0,72.0,59.0,70.0,10,6,7,12,7,2016,F
217,217,Zhang Rui,CAM,75,76,26,China PR,Right,76.0,74.0,76.0,72.0,59.0,70.0,10,6,7,12,7,2016,F
218,218,Zhang Yue,GK,75,78,24,China PR,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,70,81,69,72,80,2016,F
219,219,Wang Shanshan,RM,75,76,25,China PR,Left,75.0,69.0,72.0,76.0,68.0,72.0,13,13,14,7,8,2016,F
220,220,Wang Shanshan,ST,75,76,25,China PR,Left,75.0,69.0,72.0,76.0,68.0,72.0,13,13,14,7,8,2016,F
221,221,Wang Shanshan,CF,75,76,25,China PR,Left,75.0,69.0,72.0,76.0,68.0,72.0,13,13,14,7,8,2016,F
222,222,Wang Shanshan,RB,75,76,25,China PR,Left,75.0,69.0,72.0,76.0,68.0,72.0,13,13,14,7,8,2016,F
223,223,C. Rohlin,CB,75,75,34,Sweden,Right,43.0,29.0,40.0,48.0,81.0,71.0,9,5,6,6,5,2016,F
224,224,T. Butt,CAM,75,80,24,Australia,Right,69.0,67.0,76.0,74.0,64.0,73.0,14,6,14,13,13,2016,F
225,225,T. Butt,CM,75,80,24,Australia,Right,69.0,67.0,76.0,74.0,64.0,73.0,14,6,14,13,13,2016,F
226,226,L. Bassett,CB,75,75,31,England,Right,56.0,36.0,50.0,62.0,75.0,73.0,13,7,15,11,10,2016,F
227,227,L. Bassett,CDM,75,75,31,England,Right,56.0,36.0,50.0,62.0,75.0,73.0,13,7,15,11,10,2016,F
228,228,E. White,ST,75,79,26,England,Right,59.0,77.0,59.0,73.0,38.0,69.0,7,14,14,7,13,2016,F
229,229,C. Deville,GK,75,75,33,France,Left,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,77,75,68,76,76,2016,F
230,230,G. Mbock Bathy Nka,CB,75,89,20,France,Right,65.0,43.0,57.0,61.0,75.0,81.0,5,14,10,10,13,2016,F
231,231,K. Dali,RM,75,79,23,France,Right,80.0,69.0,73.0,78.0,51.0,65.0,9,6,14,13,9,2016,F
232,232,J. Bélanger,ST,75,75,29,Canada,Right,82.0,74.0,60.0,72.0,25.0,62.0,7,7,7,6,5,2016,F
233,233,J. Bélanger,RW,75,75,29,Canada,Right,82.0,74.0,60.0,72.0,25.0,62.0,7,7,7,6,5,2016,F
234,234,J. Bélanger,RB,75,75,29,Canada,Right,82.0,74.0,60.0,72.0,25.0,62.0,7,7,7,6,5,2016,F
235,235,K. Kyle,CM,75,75,26,Canada,Right,70.0,45.0,67.0,71.0,74.0,81.0,8,13,7,7,10,2016,F
236,236,K. Kyle,CAM,75,75,26,Canada,Right,70.0,45.0,67.0,71.0,74.0,81.0,8,13,7,7,10,2016,F
237,237,N. Rangel,CDM,75,82,23,Mexico,Right,61.0,50.0,66.0,66.0,73.0,79.0,11,15,10,7,9,2016,F
238,238,S. Mayor,RM,75,82,23,Mexico,Right,80.0,71.0,71.0,79.0,27.0,60.0,9,8,10,9,11,2016,F
239,239,S. Mayor,LM,75,82,23,Mexico,Right,80.0,71.0,71.0,79.0,27.0,60.0,9,8,10,9,11,2016,F
240,240,V. Pérez,CAM,75,79,27,Mexico,Right,75.0,72.0,73.0,77.0,22.0,54.0,8,14,12,13,13,2016,F
241,241,Andréia,GK,74,74,37,Brazil,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,73,78,70,80,72,2016,F
242,242,Andressinha,CM,74,87,20,Brazil,Right,82.0,70.0,72.0,78.0,71.0,66.0,5,14,8,12,11,2016,F
243,243,Andressinha,CAM,74,87,20,Brazil,Right,82.0,70.0,72.0,78.0,71.0,66.0,5,14,8,12,11,2016,F
244,244,Li Ying,ST,74,81,22,China PR,Right,77.0,75.0,68.0,74.0,31.0,70.0,6,13,11,10,8,2016,F
245,245,Li Ying,CAM,74,81,22,China PR,Right,77.0,75.0,68.0,74.0,31.0,70.0,6,13,11,10,8,2016,F
246,246,Li Ying,LM,74,81,22,China PR,Right,77.0,75.0,68.0,74.0,31.0,70.0,6,13,11,10,8,2016,F
247,247,Gu Yasha,RM,74,79,24,China PR,Right,82.0,68.0,71.0,72.0,31.0,62.0,7,6,10,11,11,2016,F
248,248,Gu Yasha,LM,74,79,24,China PR,Right,82.0,68.0,71.0,72.0,31.0,62.0,7,6,10,11,11,2016,F
249,249,Tan Ruyin,CM,74,79,20,China PR,Right,68.0,60.0,70.0,74.0,66.0,67.0,9,11,8,15,7,2016,F
250,250,L. Nilsson,LB,74,77,28,Sweden,Right,69.0,32.0,59.0,72.0,74.0,76.0,13,11,12,5,13,2016,F
251,251,L. Nilsson,RB,74,77,28,Sweden,Right,69.0,32.0,59.0,72.0,74.0,76.0,13,11,12,5,13,2016,F
252,252,L. Nilsson,LM,74,77,28,Sweden,Right,69.0,32.0,59.0,72.0,74.0,76.0,13,11,12,5,13,2016,F
253,253,O. Schough,ST,74,82,24,Sweden,Right,85.0,73.0,70.0,74.0,40.0,72.0,11,13,10,8,9,2016,F
254,254,O. Schough,LM,74,82,24,Sweden,Right,85.0,73.0,70.0,74.0,40.0,72.0,11,13,10,8,9,2016,F
255,255,O. Schough,RM,74,82,24,Sweden,Right,85.0,73.0,70.0,74.0,40.0,72.0,11,13,10,8,9,2016,F
256,256,E. Rubensson,RB,74,82,22,Sweden,Right,85.0,49.0,62.0,77.0,71.0,64.0,13,10,8,6,7,2016,F
257,257,E. Rubensson,LB,74,82,22,Sweden,Right,85.0,49.0,62.0,77.0,71.0,64.0,13,10,8,6,7,2016,F
258,258,C. Söberg,GK,74,74,32,Sweden,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,78,68,82,71,76,2016,F
259,259,E. Berglund,CB,74,77,26,Sweden,Right,69.0,28.0,46.0,52.0,78.0,75.0,6,7,12,12,7,2016,F
260,260,E. Berglund,RB,74,77,26,Sweden,Right,69.0,28.0,46.0,52.0,78.0,75.0,6,7,12,12,7,2016,F
261,261,A. Kennedy,CB,74,90,20,Australia,Right,59.0,54.0,60.0,58.0,75.0,79.0,8,8,8,14,11,2016,F
262,262,A. Kennedy,CM,74,90,20,Australia,Right,59.0,54.0,60.0,58.0,75.0,79.0,8,8,8,14,11,2016,F
263,263,L. Williams,GK,74,77,27,Australia,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,77,72,61,78,75,2016,F
264,264,L. Alleway,CB,74,75,25,Australia,Right,54.0,37.0,48.0,47.0,76.0,82.0,11,7,10,8,5,2016,F
265,265,Virginia Torrecilla,CM,74,82,20,Spain,Left,68.0,59.0,70.0,69.0,68.0,64.0,9,6,9,12,6,2016,F
266,266,Virginia Torrecilla,LB,74,82,20,Spain,Left,68.0,59.0,70.0,69.0,68.0,64.0,9,6,9,12,6,2016,F
267,267,Virginia Torrecilla,CDM,74,82,20,Spain,Left,68.0,59.0,70.0,69.0,68.0,64.0,9,6,9,12,6,2016,F
268,268,Natalia Pablos,ST,74,74,29,Spain,Right,76.0,77.0,54.0,73.0,23.0,62.0,11,9,6,15,6,2016,F
269,269,Ruth García,CB,74,77,28,Spain,Right,61.0,31.0,45.0,43.0,76.0,75.0,10,12,8,5,14,2016,F
270,270,Vicky Losada,CM,74,81,24,Spain,Right,73.0,72.0,68.0,72.0,64.0,71.0,10,9,9,12,12,2016,F
271,271,Vicky Losada,ST,74,81,24,Spain,Right,73.0,72.0,68.0,72.0,64.0,71.0,10,9,9,12,12,2016,F
272,272,A. Greenwood,LB,74,83,21,England,Left,66.0,38.0,60.0,64.0,75.0,73.0,10,8,10,13,12,2016,F
273,273,A. Greenwood,CB,74,83,21,England,Left,66.0,38.0,60.0,64.0,75.0,73.0,10,8,10,13,12,2016,F
274,274,F. Kirby,ST,74,82,22,England,Right,81.0,75.0,55.0,81.0,38.0,53.0,11,7,10,14,14,2016,F
275,275,F. Kirby,LW,74,82,22,England,Right,81.0,75.0,55.0,81.0,38.0,53.0,11,7,10,14,14,2016,F
276,276,J. Moore,CM,74,79,24,England,Right,67.0,49.0,69.0,69.0,76.0,74.0,8,10,12,14,10,2016,F
277,277,L. Sanderson,ST,74,74,27,England,Right,68.0,77.0,58.0,68.0,28.0,75.0,10,14,12,12,10,2016,F
278,278,S. Däbritz,LM,74,85,20,Germany,Left,82.0,66.0,71.0,77.0,32.0,61.0,11,12,14,9,14,2016,F
279,279,S. Däbritz,RM,74,85,20,Germany,Left,82.0,66.0,71.0,77.0,32.0,61.0,11,12,14,9,14,2016,F
280,280,A. Majri,LB,74,77,22,France,Left,73.0,40.0,67.0,64.0,74.0,76.0,8,14,10,12,8,2016,F
281,281,A. Majri,LM,74,77,22,France,Left,73.0,40.0,67.0,64.0,74.0,76.0,8,14,10,12,8,2016,F
282,282,Rafaelle,CB,74,81,24,Brazil,Right,71.0,39.0,62.0,68.0,75.0,73.0,14,14,6,10,5,2016,F
283,283,Rafaelle,RB,74,81,24,Brazil,Right,71.0,39.0,62.0,68.0,75.0,73.0,14,14,6,10,5,2016,F
284,284,M. Ocampo,LM,74,76,28,Mexico,Left,86.0,68.0,69.0,77.0,28.0,61.0,8,13,15,11,14,2016,F
285,285,C. Press,ST,73,77,26,United States,Right,77.0,74.0,47.0,69.0,28.0,67.0,13,12,7,9,9,2016,F
286,286,C. Press,RM,73,77,26,United States,Right,77.0,74.0,47.0,69.0,28.0,67.0,13,12,7,9,9,2016,F
287,287,Beatriz,CB,73,82,21,Brazil,Right,60.0,40.0,47.0,59.0,73.0,79.0,11,10,15,6,9,2016,F
288,288,Beatriz,CDM,73,82,21,Brazil,Right,60.0,40.0,47.0,59.0,73.0,79.0,11,10,15,6,9,2016,F
289,289,J. Samuelsson,LB,73,79,23,Sweden,Right,87.0,29.0,61.0,69.0,71.0,74.0,8,8,12,9,11,2016,F
290,290,J. Samuelsson,RB,73,79,23,Sweden,Right,87.0,29.0,61.0,69.0,71.0,74.0,8,8,12,9,11,2016,F
291,291,A. Ilestedt,CB,73,82,22,Sweden,Right,81.0,34.0,38.0,46.0,75.0,77.0,13,7,7,5,12,2016,F
292,292,J. Hjohlman,ST,73,78,25,Sweden,Right,83.0,73.0,54.0,78.0,21.0,63.0,5,9,5,11,8,2016,F
293,293,E. Lund,ST,73,77,26,Sweden,Right,63.0,76.0,60.0,74.0,21.0,75.0,11,5,8,9,7,2016,F
294,294,M. Diaz,RM,73,81,21,Sweden,Right,82.0,57.0,71.0,80.0,32.0,44.0,13,7,11,11,5,2016,F
295,295,H. Carlén,GK,73,79,23,Sweden,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,70,78,67,69,74,2016,F
296,296,Irene Paredes,CB,73,78,23,Spain,Right,61.0,50.0,55.0,57.0,75.0,68.0,13,10,11,12,14,2016,F
297,297,Irene Paredes,LB,73,78,23,Spain,Right,61.0,50.0,55.0,57.0,75.0,68.0,13,10,11,12,14,2016,F
298,298,Marta Torrejón,RB,73,78,25,Spain,Right,64.0,36.0,56.0,57.0,76.0,73.0,10,5,11,13,14,2016,F
299,299,Marta Torrejón,CB,73,78,25,Spain,Right,64.0,36.0,56.0,57.0,76.0,73.0,10,5,11,13,14,2016,F
300,300,Ainhoa,GK,73,74,30,Spain,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,70,74,73,75,74,2016,F
301,301,Alexia Putellas,CM,73,84,21,Spain,Left,66.0,73.0,74.0,77.0,64.0,55.0,13,15,9,13,8,2016,F
302,302,Alexia Putellas,LM,73,84,21,Spain,Left,66.0,73.0,74.0,77.0,64.0,55.0,13,15,9,13,8,2016,F
303,303,Alexia Putellas,ST,73,84,21,Spain,Left,66.0,73.0,74.0,77.0,64.0,55.0,13,15,9,13,8,2016,F
304,304,J. Potter,CM,73,73,30,England,Left,66.0,64.0,73.0,71.0,65.0,68.0,12,8,7,8,13,2016,F
305,305,J. Potter,LM,73,73,30,England,Left,66.0,64.0,73.0,71.0,65.0,68.0,12,8,7,8,13,2016,F
306,306,K. Hamraoui,CM,73,75,25,France,Right,63.0,64.0,71.0,68.0,74.0,77.0,11,6,9,6,5,2016,F
307,307,K. Diani,RM,73,86,20,France,Right,88.0,59.0,68.0,76.0,49.0,53.0,13,5,5,13,11,2016,F
308,308,K. Diani,ST,73,86,20,France,Right,88.0,59.0,68.0,76.0,49.0,53.0,13,5,5,13,11,2016,F
309,309,A. Chapman,LB,73,77,26,Canada,Left,75.0,33.0,50.0,55.0,77.0,75.0,8,14,10,15,9,2016,F
310,310,Bárbara,GK,73,77,26,Brazil,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,75,78,70,72,76,2016,F
311,311,A. Garciamendez,CB,73,80,24,Mexico,Left,39.0,42.0,43.0,45.0,76.0,74.0,12,10,12,9,9,2016,F
312,312,M. Gérard,GK,73,76,25,France,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,74,76,71,69,77,2016,F
313,313,Poliana,RB,72,77,24,Brazil,Right,68.0,47.0,68.0,73.0,72.0,71.0,7,15,11,10,10,2016,F
314,314,Ma Jun,CAM,72,76,26,China PR,Right,81.0,71.0,72.0,75.0,41.0,63.0,15,6,14,5,10,2016,F
315,315,Ma Jun,CM,72,76,26,China PR,Right,81.0,71.0,72.0,75.0,41.0,63.0,15,6,14,5,10,2016,F
316,316,Ma Jun,ST,72,76,26,China PR,Right,81.0,71.0,72.0,75.0,41.0,63.0,15,6,14,5,10,2016,F
317,317,Ma Jun,CB,72,76,26,China PR,Right,81.0,71.0,72.0,75.0,41.0,63.0,15,6,14,5,10,2016,F
318,318,Tang Jiali,CAM,72,79,20,China PR,Right,83.0,64.0,73.0,71.0,60.0,67.0,6,13,13,8,15,2016,F
319,319,Tang Jiali,CM,72,79,20,China PR,Right,83.0,64.0,73.0,71.0,60.0,67.0,6,13,13,8,15,2016,F
320,320,Tang Jiali,RM,72,79,20,China PR,Right,83.0,64.0,73.0,71.0,60.0,67.0,6,13,13,8,15,2016,F
321,321,S. Thunebro,LB,72,72,36,Sweden,Left,79.0,41.0,58.0,67.0,74.0,60.0,10,12,13,9,11,2016,F
322,322,T. Polias,CDM,72,76,25,Australia,Right,72.0,50.0,69.0,64.0,70.0,71.0,14,12,11,9,14,2016,F
323,323,Leire Landa,LB,72,74,28,Spain,Left,63.0,33.0,59.0,64.0,74.0,69.0,10,14,11,6,10,2016,F
324,324,Leire Landa,CB,72,74,28,Spain,Left,63.0,33.0,59.0,64.0,74.0,69.0,10,14,11,6,10,2016,F
325,325,Priscila Borja,CAM,72,72,30,Spain,Right,77.0,76.0,63.0,73.0,32.0,65.0,11,8,12,13,14,2016,F
326,326,Priscila Borja,ST,72,72,30,Spain,Right,77.0,76.0,63.0,73.0,32.0,65.0,11,8,12,13,14,2016,F
327,327,S. Chamberlain,GK,72,72,31,England,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,74,68,70,70,75,2016,F
328,328,C. Telford,GK,72,73,27,England,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,65,77,71,74,71,2016,F
329,329,C. Lavogez,LM,72,78,21,France,Right,70.0,66.0,69.0,75.0,66.0,72.0,9,12,8,8,12,2016,F
330,330,C. Lavogez,CAM,72,78,21,France,Right,70.0,66.0,69.0,75.0,66.0,72.0,9,12,8,8,12,2016,F
331,331,C. Moscato,CB,72,72,31,Canada,Right,65.0,28.0,41.0,50.0,73.0,74.0,11,12,6,10,10,2016,F
332,332,E. Zurrer,CB,72,72,27,Canada,Right,66.0,30.0,42.0,42.0,73.0,75.0,11,6,7,8,13,2016,F
333,333,C. Santiago,GK,72,82,20,Mexico,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,74,67,56,68,81,2016,F
334,334,C. Jaramillo,LM,72,81,21,Mexico,Left,83.0,54.0,71.0,75.0,32.0,59.0,13,9,12,6,11,2016,F
335,335,C. Jaramillo,CAM,72,81,21,Mexico,Left,83.0,54.0,71.0,75.0,32.0,59.0,13,9,12,6,11,2016,F
336,336,S. Boxx,CM,71,71,38,United States,Right,72.0,67.0,69.0,71.0,67.0,70.0,15,12,11,13,5,2016,F
337,337,Darlene,ST,71,75,25,Brazil,Right,68.0,73.0,61.0,71.0,20.0,57.0,11,12,15,11,12,2016,F
338,338,Raquel,RB,71,77,23,Brazil,Right,73.0,44.0,63.0,71.0,70.0,67.0,8,11,13,11,14,2016,F
339,339,Xu Yanlu,LM,71,76,23,China PR,Left,85.0,66.0,66.0,77.0,37.0,53.0,5,7,7,9,10,2016,F
340,340,Xu Yanlu,RM,71,76,23,China PR,Left,85.0,66.0,66.0,77.0,37.0,53.0,5,7,7,9,10,2016,F
341,341,Li Jiayue,CB,71,77,25,China PR,Right,66.0,43.0,56.0,60.0,70.0,73.0,7,8,13,8,9,2016,F
342,342,Li Jiayue,RB,71,77,25,China PR,Right,66.0,43.0,56.0,60.0,70.0,73.0,7,8,13,8,9,2016,F
343,343,Li Jiayue,LB,71,77,25,China PR,Right,66.0,43.0,56.0,60.0,70.0,73.0,7,8,13,8,9,2016,F
344,344,A. Sykes,ST,71,76,23,Australia,Right,82.0,72.0,52.0,68.0,34.0,65.0,15,11,8,12,12,2016,F
345,345,A. Sykes,CAM,71,76,23,Australia,Right,82.0,72.0,52.0,68.0,34.0,65.0,15,11,8,12,12,2016,F
346,346,S. Uzunlar,CB,71,75,26,Australia,Right,67.0,48.0,50.0,60.0,71.0,79.0,6,15,15,11,6,2016,F
347,347,S. Uzunlar,RB,71,75,26,Australia,Right,67.0,48.0,50.0,60.0,71.0,79.0,6,15,15,11,6,2016,F
348,348,Erika Vázquez,ST,71,71,32,Spain,Right,71.0,74.0,53.0,71.0,21.0,61.0,12,7,10,7,12,2016,F
349,349,Silvia Meseguer,CM,71,75,26,Spain,Right,62.0,45.0,64.0,66.0,64.0,74.0,11,13,15,9,12,2016,F
350,350,Silvia Meseguer,CDM,71,75,26,Spain,Right,62.0,45.0,64.0,66.0,64.0,74.0,11,13,15,9,12,2016,F
351,351,J. Filigno,LW,71,78,24,Canada,Right,76.0,67.0,65.0,72.0,26.0,58.0,14,14,11,13,10,2016,F
352,352,J. Filigno,ST,71,78,24,Canada,Right,76.0,67.0,65.0,72.0,26.0,58.0,14,14,11,13,10,2016,F
353,353,K. LeBlanc,GK,71,71,35,Canada,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,69,67,65,73,65,2016,F
354,354,A. Leon,LW,71,80,22,Canada,Right,75.0,72.0,64.0,72.0,25.0,60.0,6,9,15,13,10,2016,F
355,355,A. Leon,RW,71,80,22,Canada,Right,75.0,72.0,64.0,72.0,25.0,60.0,6,9,15,13,10,2016,F
356,356,K. Robles,RB,71,77,24,Mexico,Right,76.0,34.0,59.0,62.0,69.0,78.0,8,9,8,10,9,2016,F
357,357,Amanda Sampedro,CM,71,81,22,Spain,Right,71.0,64.0,65.0,73.0,54.0,65.0,12,6,7,14,8,2016,F
358,358,Wang Shuang,CAM,70,79,20,China PR,Left,81.0,66.0,65.0,76.0,27.0,57.0,13,14,5,15,9,2016,F
359,359,Wang Shuang,RM,70,79,20,China PR,Left,81.0,66.0,65.0,76.0,27.0,57.0,13,14,5,15,9,2016,F
360,360,Wang Shuang,CM,70,79,20,China PR,Left,81.0,66.0,65.0,76.0,27.0,57.0,13,14,5,15,9,2016,F
361,361,E. Appelqvist,CM,70,74,25,Sweden,Right,65.0,41.0,69.0,66.0,75.0,76.0,14,11,12,11,8,2016,F
362,362,H. Raso,RW,70,81,20,Australia,Right,91.0,68.0,58.0,74.0,32.0,53.0,14,13,8,11,12,2016,F
363,363,H. Raso,LW,70,81,20,Australia,Right,91.0,68.0,58.0,74.0,32.0,53.0,14,13,8,11,12,2016,F
364,364,L. Khamis,ST,70,70,29,Australia,Right,75.0,69.0,52.0,73.0,38.0,62.0,10,12,13,11,12,2016,F
365,365,L. Khamis,CAM,70,70,29,Australia,Right,75.0,69.0,52.0,73.0,38.0,62.0,10,12,13,11,12,2016,F
366,366,Lola Gallardo,GK,70,79,22,Spain,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,68,70,71,73,71,2016,F
367,367,Melanie Serrano,LB,70,75,25,Spain,Left,61.0,36.0,57.0,60.0,71.0,72.0,6,6,8,7,10,2016,F
368,368,S. Labbé,GK,70,73,28,Canada,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,71,69,65,72,73,2016,F
369,369,A. Romero,RB,70,78,22,Mexico,Right,78.0,36.0,59.0,66.0,67.0,67.0,11,10,11,14,11,2016,F
370,370,B. Sierra,LB,70,78,23,Mexico,Right,76.0,32.0,57.0,61.0,69.0,73.0,10,6,11,13,11,2016,F
371,371,B. Sierra,CB,70,78,23,Mexico,Right,76.0,32.0,57.0,61.0,69.0,73.0,10,6,11,13,11,2016,F
372,372,L. Chalupny,CM,69,69,31,United States,Left,71.0,64.0,67.0,68.0,70.0,72.0,6,6,5,6,8,2016,F
373,373,Lou Jiahui,CAM,69,74,24,China PR,Right,68.0,65.0,62.0,70.0,66.0,72.0,12,7,7,13,13,2016,F
374,374,Lou Jiahui,ST,69,74,24,China PR,Right,68.0,65.0,62.0,70.0,66.0,72.0,12,7,7,13,13,2016,F
375,375,M. Barbieri,GK,69,69,35,Australia,Left,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,61,75,71,69,70,2016,F
376,376,B. Baxter,ST,69,69,29,Canada,Right,76.0,70.0,64.0,71.0,21.0,65.0,7,7,6,7,13,2016,F
377,377,Gabi,CM,69,69,30,Brazil,Right,64.0,55.0,69.0,72.0,68.0,67.0,6,9,8,10,8,2016,F
378,378,P. Solís,LB,69,80,19,Mexico,Left,68.0,33.0,55.0,56.0,71.0,79.0,14,9,7,10,11,2016,F
379,379,P. Solís,CB,69,80,19,Mexico,Left,68.0,33.0,55.0,56.0,71.0,79.0,14,9,7,10,11,2016,F
380,380,J. Ruíz,CB,69,69,31,Mexico,Right,61.0,43.0,50.0,46.0,69.0,74.0,11,13,5,7,6,2016,F
381,381,J. Ruíz,CDM,69,69,31,Mexico,Right,61.0,43.0,50.0,46.0,69.0,74.0,11,13,5,7,6,2016,F
382,382,Sandra Paños,GK,69,77,22,Spain,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,68,72,71,70,69,2016,F
383,383,Ivana Andrés,CB,69,78,20,Spain,Right,59.0,44.0,51.0,41.0,70.0,72.0,11,11,12,11,10,2016,F
384,384,N. Bolger,CM,68,76,22,Australia,Right,76.0,61.0,66.0,68.0,64.0,68.0,9,9,6,7,8,2016,F
385,385,T. Noyola,CDM,68,74,25,Mexico,Right,66.0,51.0,64.0,68.0,67.0,60.0,8,6,13,15,8,2016,F
386,386,T. Noyola,RM,68,74,25,Mexico,Right,66.0,51.0,64.0,68.0,67.0,60.0,8,6,13,15,8,2016,F
387,387,Pang Fengyue,CM,68,72,26,China PR,Right,57.0,62.0,65.0,70.0,61.0,70.0,12,10,9,7,15,2016,F
388,388,Pang Fengyue,LB,68,72,26,China PR,Right,57.0,62.0,65.0,70.0,61.0,70.0,12,10,9,7,15,2016,F
389,389,R. Gayle,CB,67,67,29,Canada,Right,83.0,46.0,48.0,65.0,65.0,71.0,13,11,13,9,9,2016,F
390,390,R. Gayle,RB,67,67,29,Canada,Right,83.0,46.0,48.0,65.0,65.0,71.0,13,11,13,9,9,2016,F
391,391,R. Gayle,ST,67,67,29,Canada,Right,83.0,46.0,48.0,65.0,65.0,71.0,13,11,13,9,9,2016,F
392,392,S. Iacchelli,CM,67,68,29,Canada,Right,67.0,69.0,69.0,72.0,40.0,69.0,8,5,11,9,8,2016,F
393,393,M. Nault,LB,67,67,33,Canada,Right,55.0,31.0,64.0,63.0,69.0,64.0,9,5,13,8,9,2016,F
394,394,P. Tajonar,GK,67,68,30,Mexico,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,60,78,63,79,56,2016,F
395,395,L. Crummer,ST,67,79,19,Australia,Right,70.0,68.0,47.0,66.0,45.0,66.0,6,14,8,5,14,2016,F
396,396,L. Crummer,LW,67,79,19,Australia,Right,70.0,68.0,47.0,66.0,45.0,66.0,6,14,8,5,14,2016,F
397,397,R. Quon,LB,66,71,24,Canada,Right,66.0,29.0,58.0,58.0,67.0,69.0,8,15,10,14,10,2016,F
398,398,L. Mercado,CDM,66,70,26,Mexico,Right,56.0,41.0,56.0,62.0,67.0,68.0,9,13,9,13,6,2016,F
399,399,M. Arnold,GK,66,73,21,Australia,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,67,61,66,70,67,2016,F
400,400,Zhao Lina,GK,66,75,23,China PR,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,62,66,52,70,67,2016,F
401,401,A. Ladrón,GK,65,67,28,Mexico,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,66,62,54,67,67,2016,F
402,402,R. Cuéllar,ST,65,69,25,Mexico,Right,65.0,66.0,47.0,62.0,24.0,60.0,14,13,14,6,5,2016,F
403,403,N. Ezurike,ST,64,71,23,Canada,Right,67.0,60.0,51.0,63.0,20.0,67.0,13,14,6,13,13,2016,F
